State Code,District Code,Sub District Code,Level,Area Name,Total number of inhabited villages,Total Rural population,,,Less than 200,,,,200-499,,,,500-999,,,,1000-1999,,,,2000-4999,,,,5000-9999,,,,10000 and above,,,
,,,,,,,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,,Number of Villages,Population,,
,,,,,,Persons ,Males,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females,,Persons,Males ,Females
02,023,00084,SUB-DISTRICT,Chaurah,181,78988,40152,38836,36,3509,1814,1695,81,27785,14090,13695,54,36277,18451,17826,10,11417,5797,5620,0,0,0,0,0,0,0,0,0,0,0,0
02,023,00085,SUB-DISTRICT,Saluni,132,47939,24197,23742,28,3116,1645,1471,77,25003,12550,12453,24,15578,7833,7745,3,4242,2169,2073,0,0,0,0,0,0,0,0,0,0,0,0
02,023,00086,SUB-DISTRICT,Bhalai,78,25326,12561,12765,21,2364,1200,1164,41,13352,6587,6765,16,9610,4774,4836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,023,00087,SUB-DISTRICT,Dalhousie,119,36160,17968,18192,55,6097,3009,3088,49,15960,7874,8086,10,6669,3340,3329,4,4835,2434,2401,1,2599,1311,1288,0,0,0,0,0,0,0,0
02,023,00088,SUB-DISTRICT,Bhattiyat,123,37392,18535,18857,43,4424,2205,2219,59,19038,9450,9588,20,12472,6199,6273,1,1458,681,777,0,0,0,0,0,0,0,0,0,0,0,0
02,023,00089,SUB-DISTRICT,Sihunta,80,39871,19634,20237,16,2141,1081,1060,34,11051,5437,5614,22,16317,8016,8301,8,10362,5100,5262,0,0,0,0,0,0,0,0,0,0,0,0
02,023,00090,SUB-DISTRICT,Chamba,241,159320,79228,80092,25,2348,1163,1185,69,25249,12533,12716,111,79853,39679,40174,30,37883,18844,19039,6,13987,7009,6978,0,0,0,0,0,0,0,0
02,023,00091,SUB-DISTRICT,Holi,46,14094,7236,6858,23,2020,1040,980,14,4377,2274,2103,6,4123,2097,2026,3,3574,1825,1749,0,0,0,0,0,0,0,0,0,0,0,0
02,023,00092,SUB-DISTRICT,Brahmaur,50,25014,12873,12141,8,848,436,412,20,7301,3723,3578,18,12241,6232,6009,4,4624,2482,2142,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00000,DISTRICT,Kangra,3617,1423794,705365,718429,1398,148168,71779,76389,1320,426700,207881,218819,638,435262,215214,220048,218,298106,150472,147634,43,115558,60019,55539,0,0,0,0,0,0,0,0
02,024,00093,SUB-DISTRICT,Nurpur,392,166718,84969,81749,149,15783,8052,7731,125,40912,20713,20199,86,60203,30617,29586,28,38515,19763,18752,4,11305,5824,5481,0,0,0,0,0,0,0,0
02,024,00094,SUB-DISTRICT,Indora,112,76692,39901,36791,35,3454,1775,1679,23,8342,4267,4075,27,18680,9557,9123,21,29536,15505,14031,6,16680,8797,7883,0,0,0,0,0,0,0,0
02,024,00095,SUB-DISTRICT,Fatehpur,223,62041,31105,30936,124,11452,5716,5736,66,20199,10182,10017,21,13362,6765,6597,11,14969,7416,7553,1,2059,1026,1033,0,0,0,0,0,0,0,0
02,024,00096,SUB-DISTRICT,Jawali,195,112746,56022,56724,50,5294,2644,2650,71,24300,11949,12351,45,30647,15220,15427,21,30501,15205,15296,8,22004,11004,11000,0,0,0,0,0,0,0,0
02,024,00097,SUB-DISTRICT,Harchakian,60,13841,6746,7095,28,2593,1241,1352,27,8293,4002,4291,5,2955,1503,1452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00098,SUB-DISTRICT,Shahpur,152,67758,33220,34538,41,4293,2126,2167,64,20477,9945,10532,36,25433,12402,13031,9,12134,6003,6131,2,5421,2744,2677,0,0,0,0,0,0,0,0
02,024,00099,SUB-DISTRICT,Dharmsala,151,93744,47329,46415,27,3232,1626,1606,55,18999,9531,9468,43,30686,15220,15466,22,29802,15370,14432,4,11025,5582,5443,0,0,0,0,0,0,0,0
02,024,00100,SUB-DISTRICT,Kangra,161,88040,44302,43738,35,4317,2147,2170,62,20528,10141,10387,41,27216,13730,13486,20,28616,14590,14026,3,7363,3694,3669,0,0,0,0,0,0,0,0
02,024,00101,SUB-DISTRICT,Nagrota Bagwan,157,70999,35346,35653,55,5338,2596,2742,51,18015,8986,9029,35,25253,12518,12735,14,17096,8624,8472,2,5297,2622,2675,0,0,0,0,0,0,0,0
02,024,00102,SUB-DISTRICT,Baroh,161,25789,12403,13386,110,11349,5475,5874,51,14440,6928,7512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00103,SUB-DISTRICT,Dera Gopipur,282,115967,56094,59873,105,12155,5907,6248,92,30303,14459,15844,65,44791,21823,22968,16,19784,9597,10187,4,8934,4308,4626,0,0,0,0,0,0,0,0
02,024,00104,SUB-DISTRICT,Jawalamukhi,122,38143,18404,19739,39,4769,2254,2515,61,18633,9028,9605,20,12178,5898,6280,2,2563,1224,1339,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00105,SUB-DISTRICT,Jaswan,86,32520,15907,16613,26,3145,1483,1662,35,11444,5551,5893,22,14224,6925,7299,3,3707,1948,1759,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00106,SUB-DISTRICT,Rakkar,103,29503,14451,15052,43,5287,2552,2735,43,13033,6379,6654,16,10075,4976,5099,1,1108,544,564,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00107,SUB-DISTRICT,Khundian,216,38231,18607,19624,145,15120,7312,7808,66,19920,9717,10203,4,2139,1037,1102,1,1052,541,511,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00108,SUB-DISTRICT,Thural,84,19287,9034,10253,36,3436,1574,1862,43,12904,6070,6834,5,2947,1390,1557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00109,SUB-DISTRICT,Dhira,113,22119,10498,11621,67,6576,3017,3559,39,11384,5442,5942,7,4159,2039,2120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00110,SUB-DISTRICT,Jaisinghpur,218,61082,27938,33144,103,11548,5211,6337,89,28509,12882,15627,21,13613,6318,7295,5,7412,3527,3885,0,0,0,0,0,0,0,0,0,0,0,0
02,024,00111,SUB-DISTRICT,Palampur,395,185733,91993,93740,99,10351,4851,5500,173,59020,28902,30118,89,62277,30518,31759,28,37568,18529,19039,6,16517,9193,7324,0,0,0,0,0,0,0,0
02,024,00112,SUB-DISTRICT,Baijnath,200,95229,47175,48054,64,7149,3422,3727,68,21658,10065,11593,49,33726,16377,17349,16,23743,12086,11657,3,8953,5225,3728,0,0,0,0,0,0,0,0
02,024,00113,SUB-DISTRICT,Multhan,34,7612,3921,3691,17,1527,798,729,16,5387,2742,2645,1,698,381,317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,025,00000,DISTRICT,Lahul & Spiti,280,31564,16588,14976,236,13720,6942,6778,32,8962,4699,4263,10,6705,3772,2933,2,2177,1175,1002,0,0,0,0,0,0,0,0,0,0,0,0
02,025,00114,SUB-DISTRICT,Udaipur,66,8889,4482,4407,53,3187,1628,1559,8,2172,1122,1050,5,3530,1732,1798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,025,00115,SUB-DISTRICT,Lahul,132,10218,5415,4803,123,6645,3421,3224,7,1886,948,938,1,537,440,97,1,1150,606,544,0,0,0,0,0,0,0,0,0,0,0,0
02,025,00116,SUB-DISTRICT,Spiti,82,12457,6691,5766,60,3888,1893,1995,17,4904,2629,2275,4,2638,1600,1038,1,1027,569,458,0,0,0,0,0,0,0,0,0,0,0,0
02,026,00000,DISTRICT,Kullu,314,396512,203269,193243,61,5163,2693,2470,67,21494,10871,10623,46,33231,16911,16320,73,103853,53519,50334,57,162669,83327,79342,9,57718,29743,27975,1,12384,6205,6179
02,026,00117,SUB-DISTRICT,Manali,70,43565,22993,20572,17,1325,737,588,20,7039,3561,3478,17,12195,6301,5894,14,18774,10157,8617,2,4232,2237,1995,0,0,0,0,0,0,0,0
02,026,00118,SUB-DISTRICT,Kullu,156,174835,89410,85425,44,3838,1956,1882,44,13423,6789,6634,17,11950,6081,5869,23,34165,17371,16794,21,60534,31116,29418,6,38541,19892,18649,1,12384,6205,6179
02,026,00119,SUB-DISTRICT,Sainj,14,25908,13342,12566,0,0,0,0,1,203,104,99,0,0,0,0,7,9397,4873,4524,6,16308,8365,7943,0,0,0,0,0,0,0,0
02,026,00120,SUB-DISTRICT,Banjar,31,42198,21445,20753,0,0,0,0,2,829,417,412,9,6834,3409,3425,14,20011,10227,9784,6,14524,7392,7132,0,0,0,0,0,0,0,0
02,026,00121,SUB-DISTRICT,Ani,17,56917,29077,27840,0,0,0,0,0,0,0,0,0,0,0,0,1,1956,990,966,14,42377,21645,20732,2,12584,6442,6142,0,0,0,0
02,026,00122,SUB-DISTRICT,Nermand,26,53089,27002,26087,0,0,0,0,0,0,0,0,3,2252,1120,1132,14,19550,9901,9649,8,24694,12572,12122,1,6593,3409,3184,0,0,0,0
02,027,00000,DISTRICT,Mandi,2850,937140,466050,471090,1180,111520,54833,56687,1121,365718,181123,184595,449,310633,154830,155803,86,111916,56151,55765,14,37353,19113,18240,0,0,0,0,0,0,0,0
02,027,00123,SUB-DISTRICT,Padhar,193,49357,24963,24394,91,11305,5715,5590,83,25553,12900,12653,19,12499,6348,6151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00124,SUB-DISTRICT,Jogindarnagar,208,79135,38538,40597,89,9514,4386,5128,59,18854,9068,9786,48,34190,16883,17307,11,14161,6978,7183,1,2416,1223,1193,0,0,0,0,0,0,0,0
02,027,00125,SUB-DISTRICT,Lad Bharol,146,25832,11649,14183,102,10000,4463,5537,37,10832,4827,6005,7,5000,2359,2641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00126,SUB-DISTRICT,Sandhol,57,16925,8067,8858,26,2995,1388,1607,23,7207,3426,3781,7,5597,2700,2897,1,1126,553,573,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00127,SUB-DISTRICT,Dharmpur,95,34777,16550,18227,18,2474,1155,1319,55,17482,8297,9185,20,12744,6107,6637,2,2077,991,1086,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00128,SUB-DISTRICT,Kotli,64,25860,12464,13396,12,1821,858,963,37,12973,6263,6710,14,9996,4830,5166,1,1070,513,557,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00129,SUB-DISTRICT,Sarkaghat,179,59554,28700,30854,52,6851,3304,3547,95,31006,14846,16160,31,20667,10056,10611,1,1030,494,536,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00130,SUB-DISTRICT,Bhadrota,93,21542,10705,10837,38,4396,2136,2260,53,16088,8030,8058,2,1058,539,519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00131,SUB-DISTRICT,Baldwara,134,43811,21444,22367,37,5281,2573,2708,81,26959,13193,13766,15,10315,5031,5284,1,1256,647,609,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00132,SUB-DISTRICT,Sundarnagar,160,87007,43976,43031,39,3279,1658,1621,70,22788,11586,11202,30,22907,11531,11376,14,19609,9873,9736,7,18424,9328,9096,0,0,0,0,0,0,0,0
02,027,00133,SUB-DISTRICT,Mandi,368,187808,94438,93370,74,7802,3852,3950,158,54925,27567,27358,101,71129,35583,35546,30,39910,20157,19753,5,14042,7279,6763,0,0,0,0,0,0,0,0
02,027,00134,SUB-DISTRICT,Aut,60,30893,15641,15252,19,1658,820,838,18,6160,3102,3058,14,9632,4877,4755,8,10972,5559,5413,1,2471,1283,1188,0,0,0,0,0,0,0,0
02,027,00135,SUB-DISTRICT,Bali Chowki,97,37913,19389,18524,31,2138,1099,1039,31,10746,5498,5248,32,21533,11030,10503,3,3496,1762,1734,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00136,SUB-DISTRICT,Thunag,172,50308,25461,24847,74,5792,2954,2838,71,24429,12405,12024,24,16712,8432,8280,3,3375,1670,1705,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00137,SUB-DISTRICT,Chachyot,156,57723,28892,28831,51,4522,2270,2252,62,21404,10629,10775,39,27469,13833,13636,4,4328,2160,2168,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00138,SUB-DISTRICT,Nihri,204,35569,18051,17518,132,10060,5140,4920,62,19207,9731,9476,10,6302,3180,3122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,027,00139,SUB-DISTRICT,Karsog,464,93126,47122,46004,295,21632,11062,10570,126,39105,19755,19350,36,22883,11511,11372,7,9506,4794,4712,0,0,0,0,0,0,0,0,0,0,0,0
02,028,00000,DISTRICT,Hamirpur,1671,423338,200748,222590,911,94791,44320,50471,579,176548,83359,93189,147,98160,46697,51463,28,38353,18818,19535,6,15486,7554,7932,0,0,0,0,0,0,0,0
02,028,00140,SUB-DISTRICT,Tira Sujanpur,195,38064,17362,20702,132,12179,5530,6649,46,13855,6360,7495,15,9667,4385,5282,2,2363,1087,1276,0,0,0,0,0,0,0,0,0,0,0,0
02,028,00141,SUB-DISTRICT,Nadaun,359,76659,37179,39480,224,22197,10636,11561,107,32455,15759,16696,25,17043,8315,8728,2,2617,1319,1298,1,2347,1150,1197,0,0,0,0,0,0,0,0
02,028,00142,SUB-DISTRICT,Galore,109,26957,12716,14241,52,5751,2556,3195,46,13358,6291,7067,10,6754,3319,3435,1,1094,550,544,0,0,0,0,0,0,0,0,0,0,0,0
02,028,00143,SUB-DISTRICT,Hamirpur,374,99344,47799,51545,194,21394,10140,11254,135,41203,19625,21578,36,23047,11048,11999,8,11284,5904,5380,1,2416,1082,1334,0,0,0,0,0,0,0,0
02,028,00144,SUB-DISTRICT,Barsar,233,54103,25917,28186,130,13598,6422,7176,83,25372,12093,13279,19,11743,5640,6103,0,0,0,0,1,3390,1762,1628,0,0,0,0,0,0,0,0
02,028,00145,SUB-DISTRICT,Dhatwal,128,37621,17579,20042,66,7460,3448,4012,46,14231,6550,7681,11,7535,3570,3965,4,6350,3000,3350,1,2045,1011,1034,0,0,0,0,0,0,0,0
02,028,00146,SUB-DISTRICT,Bhoranj,273,90590,42196,48394,113,12212,5588,6624,116,36074,16681,19393,31,22371,10420,11951,11,14645,6958,7687,2,5288,2549,2739,0,0,0,0,0,0,0,0
02,029,00000,DISTRICT,Una,790,476260,240254,236006,274,29402,14634,14768,199,63714,31987,31727,153,110685,55931,54754,132,188879,95228,93651,31,78580,40004,38576,1,5000,2470,2530,0,0,0,0
02,029,00147,SUB-DISTRICT,Bharwain,46,17847,8997,8850,12,643,302,341,21,7024,3540,3484,10,6497,3303,3194,3,3683,1852,1831,0,0,0,0,0,0,0,0,0,0,0,0
02,029,00148,SUB-DISTRICT,Amb,241,161183,81129,80054,73,8303,4222,4081,57,18682,9432,9250,47,34278,17131,17147,56,81162,40725,40437,8,18758,9619,9139,0,0,0,0,0,0,0,0
02,029,00149,SUB-DISTRICT,Bangana,305,73035,36336,36699,173,18399,8991,9408,101,31129,15493,15636,28,19280,9686,9594,3,4227,2166,2061,0,0,0,0,0,0,0,0,0,0,0,0
02,029,00150,SUB-DISTRICT,Una,139,152779,77484,75295,9,976,500,476,14,5058,2580,2478,52,38118,19438,18680,48,67767,34252,33515,16,40860,20714,20146,0,0,0,0,0,0,0,0
02,029,00151,SUB-DISTRICT,Haroli,59,71416,36308,35108,7,1081,619,462,6,1821,942,879,16,12512,6373,6139,22,32040,16233,15807,7,18962,9671,9291,1,5000,2470,2530,0,0,0,0
02,030,00000,DISTRICT,Bilaspur,953,356827,179653,177174,366,41532,20947,20585,383,120681,60794,59887,150,102574,51822,50752,39,53249,26845,26404,15,38791,19245,19546,0,0,0,0,0,0,0,0
02,030,00152,SUB-DISTRICT,Ghumarwin,210,81617,40436,41181,66,8217,4001,4216,96,29766,14654,15112,37,25652,12801,12851,7,8837,4446,4391,4,9145,4534,4611,0,0,0,0,0,0,0,0
02,030,00153,SUB-DISTRICT,Bharari,98,45713,22160,23553,39,4502,2184,2318,37,11379,5504,5875,11,7721,3777,3944,6,8659,4179,4480,5,13452,6516,6936,0,0,0,0,0,0,0,0
02,030,00154,SUB-DISTRICT,Jhanduta,227,89190,44916,44274,84,9018,4608,4410,88,28538,14477,14061,39,26590,13309,13281,13,18266,9196,9070,3,6778,3326,3452,0,0,0,0,0,0,0,0
02,030,00155,SUB-DISTRICT,Naina Devi,142,45480,23622,21858,64,6638,3451,3187,55,18353,9416,8937,20,13447,7075,6372,1,1171,643,528,2,5871,3037,2834,0,0,0,0,0,0,0,0
02,030,00156,SUB-DISTRICT,Bilaspur Sadar,160,62060,31808,30252,65,6850,3478,3372,53,16654,8611,8043,31,20898,10651,10247,10,14113,7236,6877,1,3545,1832,1713,0,0,0,0,0,0,0,0
02,030,00157,SUB-DISTRICT,Namhol,116,32767,16711,16056,48,6307,3225,3082,54,15991,8132,7859,12,8266,4209,4057,2,2203,1145,1058,0,0,0,0,0,0,0,0,0,0,0,0
02,031,00000,DISTRICT,Solan,2383,478173,249736,228437,1717,144174,73663,70511,459,138379,71277,67102,140,93326,49216,44110,55,72941,39628,33313,12,29353,15952,13401,0,0,0,0,0,0,0,0
02,031,00158,SUB-DISTRICT,Arki,297,53868,26831,27037,211,17685,8836,8849,68,19631,9779,9852,12,7496,3734,3762,5,6991,3444,3547,1,2065,1038,1027,0,0,0,0,0,0,0,0
02,031,00159,SUB-DISTRICT,Darlaghat,185,36763,19123,17640,130,13002,6531,6471,40,12354,6290,6064,13,8921,4589,4332,2,2486,1713,773,0,0,0,0,0,0,0,0,0,0,0,0
02,031,00160,SUB-DISTRICT,Ramshahr,217,32594,16601,15993,164,15388,7782,7606,48,14274,7300,6974,5,2932,1519,1413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,031,00161,SUB-DISTRICT,Nalagarh,282,103503,54657,48846,130,13345,6982,6363,83,25534,13335,12199,44,30255,15988,14267,23,29601,15791,13810,2,4768,2561,2207,0,0,0,0,0,0,0,0
02,031,00162,SUB-DISTRICT,Baddi,187,61031,32976,28055,115,9517,4986,4531,30,9829,5192,4637,28,19102,10345,8757,11,15539,8583,6956,3,7044,3870,3174,0,0,0,0,0,0,0,0
02,031,00163,SUB-DISTRICT,Krishangarh,211,24511,12400,12111,180,13244,6694,6550,27,8256,4202,4054,3,1711,851,860,1,1300,653,647,0,0,0,0,0,0,0,0,0,0,0,0
02,031,00164,SUB-DISTRICT,Kasauli,265,54621,29911,24710,198,16128,8462,7666,47,14074,7478,6596,10,6778,3620,3158,6,7959,4746,3213,4,9682,5605,4077,0,0,0,0,0,0,0,0
02,031,00165,SUB-DISTRICT,Solan,472,70753,36280,34473,380,28379,14365,14014,69,21218,10914,10304,16,9639,5071,4568,6,7849,4067,3782,1,3668,1863,1805,0,0,0,0,0,0,0,0
02,031,00166,SUB-DISTRICT,Kandaghat,267,40529,20957,19572,209,17486,9025,8461,47,13209,6787,6422,9,6492,3499,2993,1,1216,631,585,1,2126,1015,1111,0,0,0,0,0,0,0,0
02,032,00000,DISTRICT,Sirmaur,968,472690,246175,226515,342,41081,21041,20040,343,109603,56625,52978,164,116742,60295,56447,92,124095,65571,58524,25,69622,36699,32923,2,11547,5944,5603,0,0,0,0
02,032,00167,SUB-DISTRICT,Rajgarh,140,45916,23599,22317,34,4786,2470,2316,87,28484,14651,13833,18,11570,5924,5646,1,1076,554,522,0,0,0,0,0,0,0,0,0,0,0,0
02,032,00168,SUB-DISTRICT,Nohra,47,23022,11730,11292,10,1249,625,624,21,7187,3615,3572,13,9676,4946,4730,2,2421,1259,1162,1,2489,1285,1204,0,0,0,0,0,0,0,0
02,032,00169,SUB-DISTRICT,Pachhad,262,53800,27912,25888,171,19257,9895,9362,77,22406,11713,10693,12,7600,3881,3719,1,1208,779,429,1,3329,1644,1685,0,0,0,0,0,0,0,0
02,032,00170,SUB-DISTRICT,Renuka,74,47388,24221,23167,9,1285,672,613,21,6953,3535,3418,34,25306,12915,12391,8,9679,5000,4679,2,4165,2099,2066,0,0,0,0,0,0,0,0
02,032,00171,SUB-DISTRICT,Dadahu,72,17403,8870,8533,42,4778,2405,2373,24,6920,3482,3438,5,2911,1491,1420,0,0,0,0,1,2794,1492,1302,0,0,0,0,0,0,0,0
02,032,00172,SUB-DISTRICT,Nahan,137,55250,28852,26398,56,6733,3434,3299,49,15407,7951,7456,18,11997,6255,5742,13,18936,10025,8911,1,2177,1187,990,0,0,0,0,0,0,0,0
02,032,00173,SUB-DISTRICT,Paonta Sahib,141,132616,69750,62866,15,2292,1172,1120,43,14633,7663,6970,34,26202,13592,12610,38,51704,27268,24436,10,32028,17072,14956,1,5757,2983,2774,0,0,0,0
02,032,00174,SUB-DISTRICT,Kamrau,45,37066,19400,17666,4,506,268,238,12,4277,2227,2050,17,11505,6005,5500,7,8640,4593,4047,5,12138,6307,5831,0,0,0,0,0,0,0,0
02,032,00175,SUB-DISTRICT,Shalai,28,36905,19403,17502,0,0,0,0,7,2516,1339,1177,6,4510,2351,2159,11,15923,8408,7515,3,8166,4344,3822,1,5790,2961,2829,0,0,0,0
02,032,00176,SUB-DISTRICT,Ronhat,22,23324,12438,10886,1,195,100,95,2,820,449,371,7,5465,2935,2530,11,14508,7685,6823,1,2336,1269,1067,0,0,0,0,0,0,0,0
02,033,00000,DISTRICT,Shimla,2705,612659,314295,298364,1584,146718,74787,71931,858,261746,133221,128525,226,149882,77388,72494,33,44787,23754,21033,4,9526,5145,4381,0,0,0,0,0,0,0,0
02,033,00177,SUB-DISTRICT,Rampur,152,67232,35100,32132,45,4708,2426,2282,60,19951,10215,9736,36,24647,12848,11799,10,14855,7943,6912,1,3071,1668,1403,0,0,0,0,0,0,0,0
02,033,00178,SUB-DISTRICT,Nankhari,84,26238,13292,12946,30,3007,1563,1444,41,13693,7003,6690,12,8399,4148,4251,1,1139,578,561,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00179,SUB-DISTRICT,Kumharsain,171,42161,21354,20807,92,9688,4860,4828,63,19923,10017,9906,13,8832,4513,4319,3,3718,1964,1754,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00180,SUB-DISTRICT,Seoni,199,32788,16281,16507,138,13942,6897,7045,56,15709,7824,7885,5,3137,1560,1577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00181,SUB-DISTRICT,Shimla   ( Rural ),540,82320,42588,39732,425,33889,17242,16647,91,26186,13346,12840,17,11577,6301,5276,6,8584,4600,3984,1,2084,1099,985,0,0,0,0,0,0,0,0
02,033,00182,SUB-DISTRICT,Shimla (urban),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00183,SUB-DISTRICT,Junga,59,13398,6834,6564,34,2935,1492,1443,20,6348,3243,3105,3,1926,974,952,2,2189,1125,1064,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00184,SUB-DISTRICT,Theog,446,80331,40991,39340,271,24096,12337,11759,159,45971,23332,22639,15,9264,4781,4483,1,1000,541,459,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00185,SUB-DISTRICT,Chaupal,158,29267,14976,14291,98,9858,5062,4796,53,15236,7799,7437,7,4173,2115,2058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00186,SUB-DISTRICT,Cheta,58,19460,10094,9366,20,2178,1143,1035,25,8173,4204,3969,13,9109,4747,4362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00187,SUB-DISTRICT,Nerua,189,36517,18751,17766,119,12460,6419,6041,65,19539,9986,9553,4,2225,1110,1115,0,0,0,0,1,2293,1236,1057,0,0,0,0,0,0,0,0
02,033,00188,SUB-DISTRICT,Jubbal,134,35997,18414,17583,60,6372,3252,3120,55,17395,8901,8494,18,10594,5415,5179,1,1636,846,790,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00189,SUB-DISTRICT,Kotkhai,219,38015,19404,18611,144,14162,7163,6999,69,19928,10151,9777,6,3925,2090,1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00190,SUB-DISTRICT,Tikar,41,13806,7202,6604,18,1427,748,679,13,4492,2313,2179,8,5430,2791,2639,2,2457,1350,1107,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00191,SUB-DISTRICT,Rohru,129,42615,21848,20767,54,4376,2309,2067,41,13662,7000,6662,33,23188,11771,11417,1,1389,768,621,0,0,0,0,0,0,0,0,0,0,0,0
02,033,00192,SUB-DISTRICT,Chirgaon,116,46142,23839,22303,32,3277,1694,1583,46,15279,7760,7519,33,20875,10857,10018,4,4633,2386,2247,1,2078,1142,936,0,0,0,0,0,0,0,0
02,033,00193,SUB-DISTRICT,Dodra Kwar,10,6372,3327,3045,4,343,180,163,1,261,127,134,3,2581,1367,1214,2,3187,1653,1534,0,0,0,0,0,0,0,0,0,0,0,0
02,034,00000,DISTRICT,Kinnaur,241,84121,46249,37872,118,7642,4274,3368,63,21744,11271,10473,44,29208,15661,13547,11,13987,8210,5777,5,11540,6833,4707,0,0,0,0,0,0,0,0
02,034,00194,SUB-DISTRICT,Hangrang,16,4659,2390,2269,7,329,171,158,5,1543,786,757,4,2787,1433,1354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02,034,00195,SUB-DISTRICT,Poo,28,8309,4681,3628,13,640,382,258,10,3159,1615,1544,4,2463,1193,1270,0,0,0,0,1,2047,1491,556,0,0,0,0,0,0,0,0
02,034,00196,SUB-DISTRICT,Morang,37,10238,5403,4835,21,1221,683,538,10,3747,1914,1833,4,2934,1509,1425,2,2336,1297,1039,0,0,0,0,0,0,0,0,0,0,0,0
02,034,00197,SUB-DISTRICT,Kalpa,39,19190,10321,8869,14,773,377,396,12,4266,2175,2091,8,5434,2767,2667,3,4137,2215,1922,2,4580,2787,1793,0,0,0,0,0,0,0,0
02,034,00198,SUB-DISTRICT,Nichar,85,27683,15463,12220,44,3603,1980,1623,22,7420,3824,3596,14,9008,5087,3921,4,4983,3136,1847,1,2669,1436,1233,0,0,0,0,0,0,0,0
02,034,00199,SUB-DISTRICT,Sangla,36,14042,7991,6051,19,1076,681,395,4,1609,957,652,10,6582,3672,2910,2,2531,1562,969,1,2244,1119,1125,0,0,0,0,0,0,0,0
03,000,00000,STATE,PUNJAB,12168,17344192,9093476,8250716,959,91611,48033,43578,1903,679961,352912,327049,3237,2395360,1245007,1150353,3471,4895497,2555521,2339976,2227,6613822,3476730,3137092,330,2156901,1139998,1016903,41,511040,275275,235765
03,035,00000,DISTRICT,Gurdaspur,1515,1639004,855784,783220,143,14301,7396,6905,301,106051,54984,51067,489,359738,187290,172448,387,536666,280701,255965,181,520473,272065,248408,13,88133,46191,41942,1,13642,7157,6485
03,035,00200,SUB-DISTRICT,Dhar Kalan,27,48780,25414,23366,2,240,133,107,4,1707,887,820,7,5326,2717,2609,5,7158,3692,3466,7,20678,10735,9943,2,13671,7250,6421,0,0,0,0
03,035,00201,SUB-DISTRICT,Pathankot       ,336,329652,172345,157307,42,3500,1794,1706,71,25174,13086,12088,101,74624,38786,35838,85,117398,61365,56033,36,103066,54223,48843,1,5890,3091,2799,0,0,0,0
03,035,00202,SUB-DISTRICT,Gurdaspur ,676,674345,350455,323890,72,7429,3815,3614,154,54071,27899,26172,233,169084,87643,81441,146,204606,106663,97943,64,180232,93578,86654,6,45281,23700,21581,1,13642,7157,6485
