State Code,District Code,Sub District Code,Level,Area Name
0.0,0.0,0.0,INDIA,INDIA
1.0,0.0,0.0,STATE,JAMMU & KASHMIR
1.0,1.0,0.0,DISTRICT,Kupwara
1.0,1.0,1.0,SUB-DISTRICT,Kupwara
1.0,1.0,2.0,SUB-DISTRICT,Handwara
1.0,1.0,3.0,SUB-DISTRICT,Karnah
1.0,2.0,0.0,DISTRICT,Badgam
1.0,2.0,4.0,SUB-DISTRICT,Khag
1.0,2.0,5.0,SUB-DISTRICT,Beerwah
1.0,2.0,6.0,SUB-DISTRICT,Khansahib
1.0,2.0,7.0,SUB-DISTRICT,Budgam
1.0,2.0,8.0,SUB-DISTRICT,Chadoora
1.0,2.0,9.0,SUB-DISTRICT,Charar- E- Shrief
1.0,3.0,0.0,DISTRICT,Leh(Ladakh)
1.0,3.0,10.0,SUB-DISTRICT,Leh
1.0,3.0,11.0,SUB-DISTRICT,Nubra
1.0,3.0,12.0,SUB-DISTRICT,Khalsi
1.0,4.0,0.0,DISTRICT,Kargil
1.0,4.0,13.0,SUB-DISTRICT,Kargil
1.0,4.0,14.0,SUB-DISTRICT,Sanku
1.0,4.0,15.0,SUB-DISTRICT,Zanskar
1.0,5.0,0.0,DISTRICT,Punch
1.0,5.0,16.0,SUB-DISTRICT,Haveli
1.0,5.0,17.0,SUB-DISTRICT,Mandi
1.0,5.0,18.0,SUB-DISTRICT,Mendhar
1.0,5.0,19.0,SUB-DISTRICT,Surankote
1.0,6.0,0.0,DISTRICT,Rajouri
1.0,6.0,20.0,SUB-DISTRICT,Thanamandi
1.0,6.0,21.0,SUB-DISTRICT,Darhal
1.0,6.0,22.0,SUB-DISTRICT,Rajauri
1.0,6.0,23.0,SUB-DISTRICT,Budhal
1.0,6.0,24.0,SUB-DISTRICT,Kalakote
1.0,6.0,25.0,SUB-DISTRICT,Nowshehra
1.0,6.0,26.0,SUB-DISTRICT,Sunderbani
1.0,7.0,0.0,DISTRICT,Kathua
1.0,7.0,27.0,SUB-DISTRICT,Billawar
1.0,7.0,28.0,SUB-DISTRICT,Bashohli
1.0,7.0,29.0,SUB-DISTRICT,Bani
1.0,7.0,30.0,SUB-DISTRICT,Kathua
1.0,7.0,31.0,SUB-DISTRICT,Hiranagar
1.0,8.0,0.0,DISTRICT,Baramula
1.0,8.0,32.0,SUB-DISTRICT,Sopore
1.0,8.0,33.0,SUB-DISTRICT,Rafiabad
1.0,8.0,34.0,SUB-DISTRICT,Pattan
1.0,8.0,35.0,SUB-DISTRICT,Baramulla
1.0,8.0,36.0,SUB-DISTRICT,Kreeri
1.0,8.0,37.0,SUB-DISTRICT,Uri
1.0,8.0,38.0,SUB-DISTRICT,Boniyar
1.0,8.0,39.0,SUB-DISTRICT,Tangmarg 
1.0,9.0,0.0,DISTRICT,Bandipore
1.0,9.0,40.0,SUB-DISTRICT,Gurez
1.0,9.0,41.0,SUB-DISTRICT,Bandipora
1.0,9.0,42.0,SUB-DISTRICT,Sonawari
1.0,10.0,0.0,DISTRICT,Srinagar
1.0,10.0,43.0,SUB-DISTRICT,Srinagar (North)
1.0,10.0,44.0,SUB-DISTRICT,Srinagar (South)
1.0,11.0,0.0,DISTRICT,Ganderbal
1.0,11.0,45.0,SUB-DISTRICT,Lar
1.0,11.0,46.0,SUB-DISTRICT,Kangan
1.0,11.0,47.0,SUB-DISTRICT,Ganderbal
1.0,12.0,0.0,DISTRICT,Pulwama
1.0,12.0,48.0,SUB-DISTRICT,Pampore
1.0,12.0,49.0,SUB-DISTRICT,Awantipora
1.0,12.0,50.0,SUB-DISTRICT,Tral
1.0,12.0,51.0,SUB-DISTRICT,Pulwama
1.0,13.0,0.0,DISTRICT,Shupiyan
1.0,13.0,52.0,SUB-DISTRICT,Shopian
1.0,14.0,0.0,DISTRICT,Anantnag
1.0,14.0,53.0,SUB-DISTRICT,Pahalgam
1.0,14.0,54.0,SUB-DISTRICT,Bijbehara
1.0,14.0,55.0,SUB-DISTRICT,Anantnag
1.0,14.0,56.0,SUB-DISTRICT,Shangus
1.0,14.0,57.0,SUB-DISTRICT,Kokernag
1.0,14.0,58.0,SUB-DISTRICT,Dooru
1.0,15.0,0.0,DISTRICT,Kulgam
1.0,15.0,59.0,SUB-DISTRICT,Kulgam
1.0,15.0,60.0,SUB-DISTRICT, Devsar
1.0,15.0,61.0,SUB-DISTRICT,Damhal Hanjipora
1.0,16.0,0.0,DISTRICT,Doda
1.0,16.0,62.0,SUB-DISTRICT,Doda
1.0,16.0,63.0,SUB-DISTRICT,Thathri
1.0,16.0,64.0,SUB-DISTRICT,Gandoh
1.0,16.0,65.0,SUB-DISTRICT,Bhaderwah
1.0,17.0,0.0,DISTRICT,Ramban
1.0,17.0,66.0,SUB-DISTRICT,Banihal
1.0,17.0,67.0,SUB-DISTRICT,Ramban
1.0,18.0,0.0,DISTRICT,Kishtwar
1.0,18.0,68.0,SUB-DISTRICT,Kishtwar
1.0,18.0,69.0,SUB-DISTRICT,Marwah
1.0,18.0,70.0,SUB-DISTRICT,Chhatroo
1.0,18.0,71.0,SUB-DISTRICT,Atholi (Paddar)
1.0,19.0,0.0,DISTRICT,Udhampur
1.0,19.0,72.0,SUB-DISTRICT,Udhampur
1.0,19.0,73.0,SUB-DISTRICT,Chenani
1.0,19.0,74.0,SUB-DISTRICT,Ramnagar
1.0,19.0,75.0,SUB-DISTRICT,Majalta
1.0,20.0,0.0,DISTRICT,Reasi
1.0,20.0,76.0,SUB-DISTRICT,Gool-Gulabgarh
1.0,20.0,77.0,SUB-DISTRICT,Reasi
1.0,21.0,0.0,DISTRICT,Jammu
1.0,21.0,78.0,SUB-DISTRICT,Akhnoor
1.0,21.0,79.0,SUB-DISTRICT,Jammu
1.0,21.0,80.0,SUB-DISTRICT,Ranbir Singh Pora
1.0,21.0,81.0,SUB-DISTRICT,Bishnah
1.0,22.0,0.0,DISTRICT,Samba
1.0,22.0,82.0,SUB-DISTRICT,Samba
2.0,0.0,0.0,STATE,HIMACHAL PRADESH
2.0,23.0,0.0,DISTRICT,Chamba
2.0,23.0,83.0,SUB-DISTRICT,Pangi
2.0,23.0,84.0,SUB-DISTRICT,Chaurah
2.0,23.0,85.0,SUB-DISTRICT,Saluni
2.0,23.0,86.0,SUB-DISTRICT,Bhalai
2.0,23.0,87.0,SUB-DISTRICT,Dalhousie
2.0,23.0,88.0,SUB-DISTRICT,Bhattiyat
2.0,23.0,89.0,SUB-DISTRICT,Sihunta
2.0,23.0,90.0,SUB-DISTRICT,Chamba
2.0,23.0,91.0,SUB-DISTRICT,Holi
2.0,23.0,92.0,SUB-DISTRICT,Brahmaur
2.0,24.0,0.0,DISTRICT,Kangra
2.0,24.0,93.0,SUB-DISTRICT,Nurpur
2.0,24.0,94.0,SUB-DISTRICT,Indora
2.0,24.0,95.0,SUB-DISTRICT,Fatehpur
2.0,24.0,96.0,SUB-DISTRICT,Jawali
2.0,24.0,97.0,SUB-DISTRICT,Harchakian
2.0,24.0,98.0,SUB-DISTRICT,Shahpur
2.0,24.0,99.0,SUB-DISTRICT,Dharmsala
2.0,24.0,100.0,SUB-DISTRICT,Kangra
2.0,24.0,101.0,SUB-DISTRICT,Nagrota Bagwan
2.0,24.0,102.0,SUB-DISTRICT,Baroh
2.0,24.0,103.0,SUB-DISTRICT,Dera Gopipur
2.0,24.0,104.0,SUB-DISTRICT,Jawalamukhi
2.0,24.0,105.0,SUB-DISTRICT,Jaswan
2.0,24.0,106.0,SUB-DISTRICT,Rakkar
2.0,24.0,107.0,SUB-DISTRICT,Khundian
2.0,24.0,108.0,SUB-DISTRICT,Thural
2.0,24.0,109.0,SUB-DISTRICT,Dhira
2.0,24.0,110.0,SUB-DISTRICT,Jaisinghpur
2.0,24.0,111.0,SUB-DISTRICT,Palampur
2.0,24.0,112.0,SUB-DISTRICT,Baijnath
2.0,24.0,113.0,SUB-DISTRICT,Multhan
2.0,25.0,0.0,DISTRICT,Lahul & Spiti
2.0,25.0,114.0,SUB-DISTRICT,Udaipur
2.0,25.0,115.0,SUB-DISTRICT,Lahul
2.0,25.0,116.0,SUB-DISTRICT,Spiti
2.0,26.0,0.0,DISTRICT,Kullu
2.0,26.0,117.0,SUB-DISTRICT,Manali
2.0,26.0,118.0,SUB-DISTRICT,Kullu
2.0,26.0,119.0,SUB-DISTRICT,Sainj
2.0,26.0,120.0,SUB-DISTRICT,Banjar
2.0,26.0,121.0,SUB-DISTRICT,Ani
2.0,26.0,122.0,SUB-DISTRICT,Nermand
2.0,27.0,0.0,DISTRICT,Mandi
2.0,27.0,123.0,SUB-DISTRICT,Padhar
2.0,27.0,124.0,SUB-DISTRICT,Jogindarnagar
2.0,27.0,125.0,SUB-DISTRICT,Lad Bharol
2.0,27.0,126.0,SUB-DISTRICT,Sandhol
2.0,27.0,127.0,SUB-DISTRICT,Dharmpur
2.0,27.0,128.0,SUB-DISTRICT,Kotli
2.0,27.0,129.0,SUB-DISTRICT,Sarkaghat
2.0,27.0,130.0,SUB-DISTRICT,Bhadrota
2.0,27.0,131.0,SUB-DISTRICT,Baldwara
2.0,27.0,132.0,SUB-DISTRICT,Sundarnagar
2.0,27.0,133.0,SUB-DISTRICT,Mandi
2.0,27.0,134.0,SUB-DISTRICT,Aut
2.0,27.0,135.0,SUB-DISTRICT,Bali Chowki
2.0,27.0,136.0,SUB-DISTRICT,Thunag
2.0,27.0,137.0,SUB-DISTRICT,Chachyot
2.0,27.0,138.0,SUB-DISTRICT,Nihri
2.0,27.0,139.0,SUB-DISTRICT,Karsog
2.0,28.0,0.0,DISTRICT,Hamirpur
2.0,28.0,140.0,SUB-DISTRICT,Tira Sujanpur
2.0,28.0,141.0,SUB-DISTRICT,Nadaun
2.0,28.0,142.0,SUB-DISTRICT,Galore
2.0,28.0,143.0,SUB-DISTRICT,Hamirpur
2.0,28.0,144.0,SUB-DISTRICT,Barsar
2.0,28.0,145.0,SUB-DISTRICT,Dhatwal
2.0,28.0,146.0,SUB-DISTRICT,Bhoranj
2.0,29.0,0.0,DISTRICT,Una
2.0,29.0,147.0,SUB-DISTRICT,Bharwain
2.0,29.0,148.0,SUB-DISTRICT,Amb
2.0,29.0,149.0,SUB-DISTRICT,Bangana
2.0,29.0,150.0,SUB-DISTRICT,Una
2.0,29.0,151.0,SUB-DISTRICT,Haroli
2.0,30.0,0.0,DISTRICT,Bilaspur
2.0,30.0,152.0,SUB-DISTRICT,Ghumarwin
2.0,30.0,153.0,SUB-DISTRICT,Bharari
2.0,30.0,154.0,SUB-DISTRICT,Jhanduta
2.0,30.0,155.0,SUB-DISTRICT,Naina Devi
2.0,30.0,156.0,SUB-DISTRICT,Bilaspur Sadar
2.0,30.0,157.0,SUB-DISTRICT,Namhol
2.0,31.0,0.0,DISTRICT,Solan
2.0,31.0,158.0,SUB-DISTRICT,Arki
2.0,31.0,159.0,SUB-DISTRICT,Darlaghat
2.0,31.0,160.0,SUB-DISTRICT,Ramshahr
2.0,31.0,161.0,SUB-DISTRICT,Nalagarh
2.0,31.0,162.0,SUB-DISTRICT,Baddi
2.0,31.0,163.0,SUB-DISTRICT,Krishangarh
2.0,31.0,164.0,SUB-DISTRICT,Kasauli
2.0,31.0,165.0,SUB-DISTRICT,Solan
2.0,31.0,166.0,SUB-DISTRICT,Kandaghat
2.0,32.0,0.0,DISTRICT,Sirmaur
2.0,32.0,167.0,SUB-DISTRICT,Rajgarh
2.0,32.0,168.0,SUB-DISTRICT,Nohra
2.0,32.0,169.0,SUB-DISTRICT,Pachhad
2.0,32.0,170.0,SUB-DISTRICT,Renuka
2.0,32.0,171.0,SUB-DISTRICT,Dadahu
2.0,32.0,172.0,SUB-DISTRICT,Nahan
2.0,32.0,173.0,SUB-DISTRICT,Paonta Sahib
2.0,32.0,174.0,SUB-DISTRICT,Kamrau
2.0,32.0,175.0,SUB-DISTRICT,Shalai
2.0,32.0,176.0,SUB-DISTRICT,Ronhat
2.0,33.0,0.0,DISTRICT,Shimla
2.0,33.0,177.0,SUB-DISTRICT,Rampur
2.0,33.0,178.0,SUB-DISTRICT,Nankhari
2.0,33.0,179.0,SUB-DISTRICT,Kumharsain
2.0,33.0,180.0,SUB-DISTRICT,Seoni
2.0,33.0,181.0,SUB-DISTRICT,Shimla   ( Rural )
2.0,33.0,182.0,SUB-DISTRICT,Shimla (urban)
2.0,33.0,183.0,SUB-DISTRICT,Junga
2.0,33.0,184.0,SUB-DISTRICT,Theog
2.0,33.0,185.0,SUB-DISTRICT,Chaupal
2.0,33.0,186.0,SUB-DISTRICT,Cheta
2.0,33.0,187.0,SUB-DISTRICT,Nerua
2.0,33.0,188.0,SUB-DISTRICT,Jubbal
2.0,33.0,189.0,SUB-DISTRICT,Kotkhai
2.0,33.0,190.0,SUB-DISTRICT,Tikar
2.0,33.0,191.0,SUB-DISTRICT,Rohru
2.0,33.0,192.0,SUB-DISTRICT,Chirgaon
2.0,33.0,193.0,SUB-DISTRICT,Dodra Kwar
2.0,34.0,0.0,DISTRICT,Kinnaur
2.0,34.0,194.0,SUB-DISTRICT,Hangrang
2.0,34.0,195.0,SUB-DISTRICT,Poo
2.0,34.0,196.0,SUB-DISTRICT,Morang
2.0,34.0,197.0,SUB-DISTRICT,Kalpa
2.0,34.0,198.0,SUB-DISTRICT,Nichar
2.0,34.0,199.0,SUB-DISTRICT,Sangla
3.0,0.0,0.0,STATE,PUNJAB
3.0,35.0,0.0,DISTRICT,Gurdaspur
3.0,35.0,200.0,SUB-DISTRICT,Dhar Kalan
3.0,35.0,201.0,SUB-DISTRICT,Pathankot       
3.0,35.0,202.0,SUB-DISTRICT,Gurdaspur 
3.0,35.0,203.0,SUB-DISTRICT,Batala 
3.0,35.0,204.0,SUB-DISTRICT,Dera Baba Nanak  
3.0,36.0,0.0,DISTRICT,Kapurthala 
3.0,36.0,205.0,SUB-DISTRICT,Bhulath
3.0,36.0,206.0,SUB-DISTRICT,Kapurthala 
3.0,36.0,207.0,SUB-DISTRICT,Sultanpur Lodhi 
3.0,36.0,208.0,SUB-DISTRICT,Phagwara 
3.0,37.0,0.0,DISTRICT,Jalandhar
3.0,37.0,209.0,SUB-DISTRICT,Shahkot
3.0,37.0,210.0,SUB-DISTRICT,Nakodar
3.0,37.0,211.0,SUB-DISTRICT,Phillaur
3.0,37.0,212.0,SUB-DISTRICT,Jalandhar - I
3.0,37.0,213.0,SUB-DISTRICT,Jalandhar - II
3.0,38.0,0.0,DISTRICT,Hoshiarpur
3.0,38.0,214.0,SUB-DISTRICT,Dasua
3.0,38.0,215.0,SUB-DISTRICT,Mukerian 
3.0,38.0,216.0,SUB-DISTRICT,Hoshiarpur 
3.0,38.0,217.0,SUB-DISTRICT,Garhshankar
3.0,39.0,0.0,DISTRICT,Shahid Bhagat Singh Nagar 
3.0,39.0,218.0,SUB-DISTRICT,Nawanshahr
3.0,39.0,219.0,SUB-DISTRICT,Balachaur
3.0,40.0,0.0,DISTRICT,Fatehgarh Sahib
3.0,40.0,220.0,SUB-DISTRICT,Bassi Pathana
3.0,40.0,221.0,SUB-DISTRICT,Fatehgarh Sahib
3.0,40.0,222.0,SUB-DISTRICT,Amloh
3.0,40.0,223.0,SUB-DISTRICT,Khamanon
3.0,41.0,0.0,DISTRICT,Ludhiana
3.0,41.0,224.0,SUB-DISTRICT,Samrala
3.0,41.0,225.0,SUB-DISTRICT,Khanna
3.0,41.0,226.0,SUB-DISTRICT,Payal
3.0,41.0,227.0,SUB-DISTRICT,Ludhiana (East)
3.0,41.0,228.0,SUB-DISTRICT,Ludhiana (West)
3.0,41.0,229.0,SUB-DISTRICT,Raikot
3.0,41.0,230.0,SUB-DISTRICT,Jagraon
3.0,42.0,0.0,DISTRICT,Moga
3.0,42.0,231.0,SUB-DISTRICT,Nihal Singhwala
3.0,42.0,232.0,SUB-DISTRICT,Bagha Purana
3.0,42.0,233.0,SUB-DISTRICT,Moga
3.0,43.0,0.0,DISTRICT,Firozpur
3.0,43.0,234.0,SUB-DISTRICT,Zira
3.0,43.0,235.0,SUB-DISTRICT,Firozpur
3.0,43.0,236.0,SUB-DISTRICT,Jalalabad 
3.0,43.0,237.0,SUB-DISTRICT,Fazilka
3.0,43.0,238.0,SUB-DISTRICT,Abohar 
3.0,44.0,0.0,DISTRICT,Muktsar
3.0,44.0,239.0,SUB-DISTRICT,Malout
3.0,44.0,240.0,SUB-DISTRICT,Gidderbaha
3.0,44.0,241.0,SUB-DISTRICT,Muktsar
3.0,45.0,0.0,DISTRICT,Faridkot
3.0,45.0,242.0,SUB-DISTRICT,Faridkot
3.0,45.0,243.0,SUB-DISTRICT,Jaitu
3.0,46.0,0.0,DISTRICT,Bathinda
3.0,46.0,244.0,SUB-DISTRICT,Rampura Phul
3.0,46.0,245.0,SUB-DISTRICT,Bathinda
3.0,46.0,246.0,SUB-DISTRICT,Talwandi Sabo
3.0,47.0,0.0,DISTRICT,Mansa
3.0,47.0,247.0,SUB-DISTRICT,Sardulgarh
3.0,47.0,248.0,SUB-DISTRICT,Budhlada
3.0,47.0,249.0,SUB-DISTRICT,Mansa
3.0,48.0,0.0,DISTRICT,Patiala
3.0,48.0,250.0,SUB-DISTRICT,Samana
3.0,48.0,251.0,SUB-DISTRICT,Patran
3.0,48.0,252.0,SUB-DISTRICT,Nabha
3.0,48.0,253.0,SUB-DISTRICT,Patiala
3.0,48.0,254.0,SUB-DISTRICT,Rajpura
3.0,49.0,0.0,DISTRICT,Amritsar 
3.0,49.0,255.0,SUB-DISTRICT,Ajnala
3.0,49.0,256.0,SUB-DISTRICT,Amritsar -I  
3.0,49.0,257.0,SUB-DISTRICT,Amritsar- II 
3.0,49.0,258.0,SUB-DISTRICT,Baba Bakala 
3.0,50.0,0.0,DISTRICT,Tarn Taran
3.0,50.0,259.0,SUB-DISTRICT,Tarn Taran
3.0,50.0,260.0,SUB-DISTRICT,Patti 
3.0,50.0,261.0,SUB-DISTRICT,Khadur Sahib
3.0,51.0,0.0,DISTRICT,Rupnagar
3.0,51.0,262.0,SUB-DISTRICT,Anandpur Sahib
3.0,51.0,263.0,SUB-DISTRICT,Nangal
3.0,51.0,264.0,SUB-DISTRICT,Rup Nagar
3.0,51.0,265.0,SUB-DISTRICT,Chamkaur Sahib
3.0,52.0,0.0,DISTRICT,Sahibzada Ajit Singh Nagar
3.0,52.0,266.0,SUB-DISTRICT,Kharar
3.0,52.0,267.0,SUB-DISTRICT,SAS Nagar (Mohali)
3.0,52.0,268.0,SUB-DISTRICT,Dera Bassi
3.0,53.0,0.0,DISTRICT,Sangrur
3.0,53.0,269.0,SUB-DISTRICT,Malerkotla
3.0,53.0,270.0,SUB-DISTRICT,Dhuri
3.0,53.0,271.0,SUB-DISTRICT,Sangrur
3.0,53.0,272.0,SUB-DISTRICT,Sunam
3.0,53.0,273.0,SUB-DISTRICT,Lehra
3.0,53.0,274.0,SUB-DISTRICT,Moonak
3.0,54.0,0.0,DISTRICT,Barnala
3.0,54.0,275.0,SUB-DISTRICT,Barnala
3.0,54.0,276.0,SUB-DISTRICT,Tapa
4.0,0.0,0.0,STATE,CHANDIGARH
4.0,55.0,0.0,DISTRICT,Chandigarh
4.0,55.0,277.0,SUB-DISTRICT,Chandigarh
5.0,0.0,0.0,STATE,UTTARAKHAND
5.0,56.0,0.0,DISTRICT,Uttarkashi
5.0,56.0,278.0,SUB-DISTRICT,Puraula
5.0,56.0,279.0,SUB-DISTRICT,Mori
5.0,56.0,280.0,SUB-DISTRICT,Rajgarhi
5.0,56.0,281.0,SUB-DISTRICT,Dunda
5.0,56.0,282.0,SUB-DISTRICT,Chinyali Saur
5.0,56.0,283.0,SUB-DISTRICT,Bhatwari
5.0,57.0,0.0,DISTRICT,Chamoli
5.0,57.0,284.0,SUB-DISTRICT,Joshimath 
5.0,57.0,285.0,SUB-DISTRICT,Chamoli
5.0,57.0,286.0,SUB-DISTRICT,Pokhari 
5.0,57.0,287.0,SUB-DISTRICT,Karnaprayag
5.0,57.0,288.0,SUB-DISTRICT,Tharali  
5.0,57.0,289.0,SUB-DISTRICT,Gairsain
5.0,58.0,0.0,DISTRICT,Rudraprayag
5.0,58.0,290.0,SUB-DISTRICT,Ukhimath
5.0,58.0,291.0,SUB-DISTRICT,"Rudraprayag
"
5.0,58.0,292.0,SUB-DISTRICT,Jakholi
5.0,59.0,0.0,DISTRICT,Tehri Garhwal
5.0,59.0,293.0,SUB-DISTRICT,Ghansali
5.0,59.0,294.0,SUB-DISTRICT,Devprayag
5.0,59.0,295.0,SUB-DISTRICT,Pratapnagar
5.0,59.0,296.0,SUB-DISTRICT,Jakhani Dhar
5.0,59.0,297.0,SUB-DISTRICT,Tehri   
5.0,59.0,298.0,SUB-DISTRICT,Dhanaulti
5.0,59.0,299.0,SUB-DISTRICT,Narendra Nagar
5.0,60.0,0.0,DISTRICT,Dehradun
5.0,60.0,300.0,SUB-DISTRICT,Chakrata 
5.0,60.0,301.0,SUB-DISTRICT,Tyuni
5.0,60.0,302.0,SUB-DISTRICT,Kalsi
5.0,60.0,303.0,SUB-DISTRICT,Vikas Nagar
5.0,60.0,304.0,SUB-DISTRICT,"Dehradun 
"
5.0,60.0,305.0,SUB-DISTRICT,"Rishikesh
"
5.0,61.0,0.0,DISTRICT,Garhwal
5.0,61.0,306.0,SUB-DISTRICT,Srinagar
5.0,61.0,307.0,SUB-DISTRICT,Pauri
5.0,61.0,308.0,SUB-DISTRICT,Thailisain
5.0,61.0,309.0,SUB-DISTRICT,Dhoomakot
5.0,61.0,310.0,SUB-DISTRICT,Lansdowne
5.0,61.0,311.0,SUB-DISTRICT,Satpuli
5.0,61.0,312.0,SUB-DISTRICT,Chaubatta Khal
5.0,61.0,313.0,SUB-DISTRICT,"Kotdwara
"
5.0,61.0,314.0,SUB-DISTRICT,Yamkeshwar
5.0,62.0,0.0,DISTRICT,Pithoragarh
5.0,62.0,315.0,SUB-DISTRICT,Munsiari
5.0,62.0,316.0,SUB-DISTRICT,Dharchula
5.0,62.0,317.0,SUB-DISTRICT,Didihat
5.0,62.0,318.0,SUB-DISTRICT,Berinag
5.0,62.0,319.0,SUB-DISTRICT,Gangolihat
5.0,62.0,320.0,SUB-DISTRICT,"Pithoragarh
"
5.0,63.0,0.0,DISTRICT,Bageshwar
5.0,63.0,321.0,SUB-DISTRICT,Kapkot
5.0,63.0,322.0,SUB-DISTRICT,Kanda
5.0,63.0,323.0,SUB-DISTRICT,"Bageshwar
"
5.0,63.0,324.0,SUB-DISTRICT,Garud
5.0,64.0,0.0,DISTRICT,"Almora
"
5.0,64.0,325.0,SUB-DISTRICT,Bhikiasain
5.0,64.0,326.0,SUB-DISTRICT,Chaukhutiya
5.0,64.0,327.0,SUB-DISTRICT,Sult
5.0,64.0,328.0,SUB-DISTRICT,Ranikhet
5.0,64.0,329.0,SUB-DISTRICT,"Dwarahat
"
5.0,64.0,330.0,SUB-DISTRICT,"Almora
"
5.0,64.0,331.0,SUB-DISTRICT,Someshwar
5.0,64.0,332.0,SUB-DISTRICT,Jainti
5.0,64.0,333.0,SUB-DISTRICT,Bhanoli
5.0,65.0,0.0,DISTRICT,Champawat
5.0,65.0,334.0,SUB-DISTRICT,Champawat
5.0,65.0,335.0,SUB-DISTRICT,Pati
5.0,65.0,336.0,SUB-DISTRICT,Lohaghat
5.0,65.0,337.0,SUB-DISTRICT,Poornagiri
5.0,66.0,0.0,DISTRICT,Nainital
5.0,66.0,338.0,SUB-DISTRICT,Kosya Kutauli
5.0,66.0,339.0,SUB-DISTRICT,Betalghat
5.0,66.0,340.0,SUB-DISTRICT,Nainital
5.0,66.0,341.0,SUB-DISTRICT,Dhari
5.0,66.0,342.0,SUB-DISTRICT,"Haldwani
"
5.0,66.0,343.0,SUB-DISTRICT,Ramnagar
5.0,66.0,344.0,SUB-DISTRICT,Kaladhungi
5.0,66.0,345.0,SUB-DISTRICT,Lalkuan
5.0,67.0,0.0,DISTRICT,Udham Singh Nagar
5.0,67.0,346.0,SUB-DISTRICT,Kashipur
5.0,67.0,347.0,SUB-DISTRICT,Jaspur
5.0,67.0,348.0,SUB-DISTRICT,Bajpur
5.0,67.0,349.0,SUB-DISTRICT,Kichha
5.0,67.0,350.0,SUB-DISTRICT,Gadarpur
5.0,67.0,351.0,SUB-DISTRICT,Sitarganj
5.0,67.0,352.0,SUB-DISTRICT,"Khatima
"
5.0,68.0,0.0,DISTRICT,Hardwar
5.0,68.0,353.0,SUB-DISTRICT,Roorkee
5.0,68.0,354.0,SUB-DISTRICT,Hardwar
5.0,68.0,355.0,SUB-DISTRICT,"Laksar
"
6.0,0.0,0.0,STATE,HARYANA
6.0,69.0,0.0,DISTRICT,Panchkula
6.0,69.0,356.0,SUB-DISTRICT,Kalka
6.0,69.0,357.0,SUB-DISTRICT,Panchkula
6.0,70.0,0.0,DISTRICT,Ambala
6.0,70.0,358.0,SUB-DISTRICT,Naraingarh
6.0,70.0,359.0,SUB-DISTRICT,Ambala
6.0,70.0,360.0,SUB-DISTRICT,Barara
6.0,71.0,0.0,DISTRICT,Yamunanagar
6.0,71.0,361.0,SUB-DISTRICT,Jagadhri
6.0,71.0,362.0,SUB-DISTRICT,Bilaspur
6.0,71.0,363.0,SUB-DISTRICT,Chhachhrauli
6.0,72.0,0.0,DISTRICT,Kurukshetra
6.0,72.0,364.0,SUB-DISTRICT,Shahbad
6.0,72.0,365.0,SUB-DISTRICT,Pehowa
6.0,72.0,366.0,SUB-DISTRICT,Thanesar
6.0,73.0,0.0,DISTRICT,Kaithal
6.0,73.0,367.0,SUB-DISTRICT,Guhla
6.0,73.0,368.0,SUB-DISTRICT,Kaithal
6.0,73.0,369.0,SUB-DISTRICT,Fatehpur Pundri
6.0,74.0,0.0,DISTRICT,Karnal
6.0,74.0,370.0,SUB-DISTRICT,Nilokheri
6.0,74.0,371.0,SUB-DISTRICT,Indri
6.0,74.0,372.0,SUB-DISTRICT,Karnal
6.0,74.0,373.0,SUB-DISTRICT,Assandh
6.0,74.0,374.0,SUB-DISTRICT,Gharaunda
6.0,75.0,0.0,DISTRICT,Panipat
6.0,75.0,375.0,SUB-DISTRICT,Panipat
6.0,75.0,376.0,SUB-DISTRICT,Israna
6.0,75.0,377.0,SUB-DISTRICT,Samalkha
6.0,76.0,0.0,DISTRICT,Sonipat
6.0,76.0,378.0,SUB-DISTRICT,Gohana
6.0,76.0,379.0,SUB-DISTRICT,Ganaur
6.0,76.0,380.0,SUB-DISTRICT,Sonipat
6.0,76.0,381.0,SUB-DISTRICT,Kharkhoda
6.0,77.0,0.0,DISTRICT,Jind
6.0,77.0,382.0,SUB-DISTRICT,Narwana
6.0,77.0,383.0,SUB-DISTRICT,Jind
6.0,77.0,384.0,SUB-DISTRICT,Julana
6.0,77.0,385.0,SUB-DISTRICT,Safidon
6.0,78.0,0.0,DISTRICT,Fatehabad
6.0,78.0,386.0,SUB-DISTRICT,Ratia
6.0,78.0,387.0,SUB-DISTRICT,Tohana
6.0,78.0,388.0,SUB-DISTRICT,Fatehabad
6.0,79.0,0.0,DISTRICT,Sirsa
6.0,79.0,389.0,SUB-DISTRICT,Dabwali
6.0,79.0,390.0,SUB-DISTRICT,Sirsa
6.0,79.0,391.0,SUB-DISTRICT,Rania
6.0,79.0,392.0,SUB-DISTRICT,Ellenabad
6.0,80.0,0.0,DISTRICT,Hisar
6.0,80.0,393.0,SUB-DISTRICT,Adampur
6.0,80.0,394.0,SUB-DISTRICT,Hisar
6.0,80.0,395.0,SUB-DISTRICT,Narnaund
6.0,80.0,396.0,SUB-DISTRICT,Hansi
6.0,81.0,0.0,DISTRICT,Bhiwani
6.0,81.0,397.0,SUB-DISTRICT,Bawani Khera
6.0,81.0,398.0,SUB-DISTRICT,Bhiwani
6.0,81.0,399.0,SUB-DISTRICT,Tosham
